steps_back,steps_forward,steps_back_spacing,steps_forward_spacing,add_downstream_data,add_upstream_data,max_depth,num_leaves,min_child_samples,n_estimators,learning_rate,reg_alpha,reg_lambda,colsample_bytree,train_time [s],prediction_time [s],MAPE,MAE,MSE
20,15,1,15,True,True,12,1480,250,900,0.01,15,10,0.9000000000000001,12.50825690000056,0.2643762000006973,0.06080785822652843,6.04536428672629,103.20583743787724
15,15,1,15,True,True,11,1320,300,1000,0.01,15,10,0.9000000000000001,10.44171550000101,0.2774033999958192,0.06063362230432957,6.035401906616973,102.00056109233388
20,15,1,15,True,True,12,1460,350,800,0.01,15,10,1.0,10.154660900003364,0.21942850000050385,0.060795050217859636,6.052771070282863,102.77221810935282
15,15,1,15,False,True,11,1680,350,700,0.01,10,5,1.0,6.4439536999962,0.17131029999654857,0.06214437404085079,6.234847339545982,106.33922436388882
15,15,1,15,True,True,11,1600,350,900,0.01,15,10,1.0,9.829312799996842,0.25784229999408126,0.060457329795132075,6.017317680022143,101.64984682164851
15,15,1,15,True,True,11,1560,250,900,0.01,15,10,0.9000000000000001,12.473842300005344,0.28812330000073416,0.06086869859055425,6.05418160161437,102.85657311291493
15,15,1,15,True,True,12,1660,350,700,0.01,20,5,1.0,7.981687399998918,0.1917137000018556,0.06050540827759599,6.023222735380851,101.58197595711475
15,15,1,15,True,True,12,1580,350,800,0.01,20,0,0.9000000000000001,8.68927029999395,0.22025189999840222,0.06055323403352799,6.031355972236693,101.68880489889558
15,15,1,15,True,True,12,1240,300,700,0.01,20,5,1.0,8.12231310000061,0.198241500002041,0.06056781772206984,6.029434597106139,101.82353996593126
15,15,1,15,True,True,10,1460,350,700,0.01,20,15,1.0,6.788232699997025,0.17597850000311155,0.060516864814570935,6.019276858698649,101.69827730908604
15,15,1,15,True,True,11,1720,200,800,0.01,10,5,0.8,10.549974600002315,0.2345651999967231,0.060877769791720465,6.04887820729185,102.87221231574101
15,15,1,15,True,True,10,1620,400,1000,0.02,15,10,0.9000000000000001,8.29270809999798,0.2524537999997847,0.06128728025771458,6.1172366107058815,103.66196110389428
15,15,1,15,True,False,12,1300,300,700,0.02,20,0,1.0,6.637536700000055,0.19954430000507273,0.06311582173977189,6.225775214645733,109.55676254247095
15,15,2,15,True,True,11,140,400,800,0.01,15,5,1.0,5.167106799995963,0.1970694999981788,0.0607297218250746,6.0538684248179715,101.5143627087751
15,15,2,15,True,True,11,1540,400,700,0.01,15,5,1.0,5.943055799994909,0.17419819999850006,0.06069301408372299,6.050499754888427,101.33148938704635
15,15,2,15,True,True,10,220,400,700,0.01,20,5,0.9000000000000001,4.482327499998064,0.16886000000158674,0.060691270752382204,6.045816650938431,101.33953658956221
15,15,2,15,True,True,10,200,400,700,0.01,20,5,0.9000000000000001,4.47425949999888,0.17276570000467473,0.060691270752382204,6.045816650938431,101.33953658956221
15,15,2,15,True,True,10,120,400,700,0.02,20,5,0.9000000000000001,4.169551200004207,0.17836340000212658,0.06106927159993644,6.090452448983793,102.65366465528597
15,15,2,15,True,True,10,140,400,700,0.09,25,0,0.8,3.742380800002138,0.1734814000010374,0.06356577528471817,6.3727836537473905,110.41606937786246
15,15,2,15,False,True,12,240,450,800,0.01,20,5,0.9000000000000001,4.26868999999715,0.18688070000280277,0.06232794219875876,6.260381174181222,106.1815589925276
10,15,2,15,True,True,12,300,400,700,0.02,20,0,1.0,4.099453299993911,0.1918336000017007,0.06105016218173318,6.081423858166436,102.71325645211597
15,15,2,15,True,True,10,120,450,800,0.01,25,5,0.9000000000000001,4.698177999995096,0.18782819999978528,0.06086503994794203,6.074882738703828,101.56917983863634
15,15,2,15,True,True,10,240,450,800,0.06999999999999999,25,5,0.8,4.327657399997406,0.19157800000175484,0.06303059543337435,6.326898739353589,108.45556044881126
15,15,2,15,True,True,10,100,450,800,0.02,30,0,0.9000000000000001,4.587264099995082,0.20395300000018324,0.061146510220605854,6.105139117888494,102.79973025616839
