steps_back,steps_forward,steps_back_spacing,steps_forward_spacing,add_downstream_data,add_upstream_data,max_depth,num_leaves,min_child_samples,n_estimators,learning_rate,reg_alpha,reg_lambda,colsample_bytree,train_time [s],prediction_time [s],MAPE,MAE,MSE
10,15,3,5,True,True,8,1240,250,400,0.05,35,50,0.4,16.6235119999983,0.6984916000001249,0.060669167905624495,6.090819487841178,106.21200652702021
10,15,3,5,True,True,8,1400,250,400,0.05,40,50,0.30000000000000004,16.17415510000137,0.702002399993944,0.06152177345845139,6.194294449252404,108.88566791202051
10,15,3,5,True,True,8,1260,200,500,0.05,35,50,0.4,21.86997590000101,0.9010481000004802,0.06061871037664212,6.0771920439694185,106.10948072123762
10,15,3,5,True,True,8,1240,200,500,0.05,10,50,0.4,21.375824400005513,0.8926450000144541,0.06059832908454896,6.074982994990683,106.57334533597123
10,15,3,5,True,True,8,1320,250,400,0.05,35,50,0.4,16.626280400014366,0.7148599999927683,0.060669167905624495,6.090819487841178,106.21200652702021
10,15,3,5,True,True,8,1300,200,400,0.05,30,50,0.4,17.68177329999162,0.7292290999830584,0.0604076332411957,6.0521123388910025,105.61007608225704
10,15,3,5,True,True,8,1360,200,400,0.09999999999999999,35,50,0.5,17.893348500001593,0.7345240999929956,0.06119115031158109,6.124973479247071,108.39482999509393
10,15,3,5,True,True,7,1460,200,400,0.05,35,50,0.4,15.576479399998789,0.6871667000086745,0.060561016210065134,6.070753419509102,105.84864150013804
10,15,3,5,True,True,6,1520,150,400,0.060000000000000005,40,50,0.4,14.463399400003254,0.6190576999943005,0.060757109963954746,6.086196221383347,107.23470233083941
10,15,3,5,True,True,7,1460,200,400,0.05,30,50,0.30000000000000004,15.087267199996859,0.6768464000124368,0.06132899676956862,6.165765497111526,108.41782024909956
10,15,3,5,True,True,7,1340,150,400,0.05,35,50,0.5,17.069135899990215,0.7178411000058986,0.060398394503454945,6.045042263109181,107.03027665207662
10,15,3,5,True,True,8,1240,650,400,0.060000000000000005,35,0,0.2,12.079244499989727,0.5738459999993211,0.06341587325013806,6.470516224692535,112.11674948310814
10,15,3,5,True,True,8,1720,200,300,0.05,35,50,0.4,13.528482900001109,0.5441884999963804,0.06064284752210575,6.0897378651563505,106.28604780815535
10,15,3,5,True,True,8,1960,200,300,0.05,35,50,0.4,13.561394299998938,0.5534575999918161,0.06064284752210575,6.0897378651563505,106.28604780815535
10,15,3,5,True,True,7,1980,200,300,0.05,30,50,0.4,12.175826200007577,0.5060540000049514,0.06068261190623262,6.090309620719509,106.1866652695176
10,15,3,5,True,True,6,1980,200,300,0.05,30,50,0.4,10.682592099998146,0.4393822999918484,0.06109423256450883,6.140933127402326,107.70168080543284
10,15,3,5,True,True,7,1940,150,300,0.05,30,50,0.4,12.676689400002942,0.5247793000016827,0.06055165216465786,6.074922040480504,106.37537328212716
10,15,3,5,True,True,7,1680,200,300,0.05,30,50,0.4,12.101524199992127,0.5068047999957344,0.06068261190623262,6.090309620719509,106.1866652695176
10,15,3,5,True,True,7,1720,200,300,0.05,25,50,0.4,12.011335100003635,0.5055981999976211,0.06068369142790617,6.089755428835072,106.41430677609293
10,15,3,5,True,True,7,1880,200,300,0.09,30,50,0.4,11.876850299995567,0.5142894000018714,0.060892087329152196,6.104479954334123,107.09957435897219
10,15,3,5,True,True,7,1840,150,300,0.060000000000000005,30,15,0.30000000000000004,12.39552529998764,0.549718499998562,0.06151801731122524,6.177555875178509,109.91160612188246
10,15,3,5,True,True,7,1600,200,300,0.060000000000000005,25,45,0.5,12.28856110000197,0.5009556999939377,0.0605735639191139,6.075738849905104,107.39241159648304
10,15,3,5,True,True,6,1640,150,300,0.05,30,50,0.4,11.166561199999705,0.46333489999960875,0.0608314419358296,6.112587612393882,107.54327291389757
10,15,3,5,True,True,8,1540,200,300,0.05,35,50,0.4,13.513509600008547,0.5492557999968994,0.06064284752210575,6.0897378651563505,106.28604780815535
10,15,3,5,True,True,8,1560,200,300,0.05,35,50,0.4,13.550131099997088,0.550815299997339,0.06064284752210575,6.0897378651563505,106.28604780815535
10,15,3,5,True,True,8,1520,200,300,0.05,35,50,0.4,13.511869099987962,0.5383122000057483,0.06064284752210575,6.0897378651563505,106.28604780815535
10,15,3,5,True,True,8,1540,150,300,0.05,40,50,0.4,14.683415700004844,0.5871838000093703,0.060461641653490945,6.064849633993627,106.28999276858012
10,15,5,5,True,True,8,1460,200,300,0.05,35,50,0.30000000000000004,12.673609400000714,0.5468431000044802,0.062183849012576904,6.300266769490983,109.38000233326073
10,15,3,5,True,True,7,1480,150,300,0.05,35,50,0.4,12.794834599990281,0.5328826999975718,0.060682082636392194,6.087166286946946,106.8138843982535
10,15,3,1,True,True,8,1660,200,300,0.05,35,50,0.4,77.10691549999319,2.5603582999974606,0.06670961311887579,6.863732326729711,134.93206969040148
10,15,3,5,True,True,8,1400,150,300,0.05,40,50,0.5,14.989815100001579,0.5782543000022997,0.060427877111423535,6.06052668025529,106.32302724688145
10,15,3,5,True,True,7,1760,100,300,0.060000000000000005,35,5,0.4,13.903318800003035,0.5662043999982416,0.06055726895356774,6.0543235705880605,106.92261346534688
10,15,3,5,True,True,8,1560,200,300,0.05,35,50,0.4,13.546074899990344,0.5423515000074985,0.06064284752210575,6.0897378651563505,106.28604780815535
10,15,3,5,True,True,8,1580,200,300,0.05,35,50,0.4,13.52322609998373,0.5433552000031341,0.06064284752210575,6.0897378651563505,106.28604780815535
10,15,3,5,True,True,8,1580,200,300,0.05,30,50,0.4,13.617777500003285,0.5868121000021347,0.06035643715843947,6.055072821868339,105.57066114442243
10,15,3,5,True,True,8,1840,200,200,0.05,30,50,0.4,9.538615799981926,0.35160699999687495,0.060792845887235186,6.117617556958426,106.33563112867883
10,15,3,5,True,True,7,1700,200,300,0.05,30,50,0.4,12.031530400003248,0.501708999996481,0.06068261190623262,6.090309620719509,106.1866652695176
10,15,3,5,True,True,7,1700,150,300,0.05,30,45,0.4,12.691278500002227,0.5243982000029064,0.06062105028748874,6.079560194110486,106.8244723274425
10,15,3,5,True,True,7,1620,250,300,0.04,30,50,0.5,11.866850400008843,0.47953490001964383,0.06086772869833872,6.117835088104627,107.80560328952505
10,15,3,5,True,True,7,1740,200,300,0.05,25,50,0.30000000000000004,11.717716299986932,0.5163109999921289,0.061437037473659785,6.1859171830749915,108.81955653858711
10,15,3,5,True,True,6,1920,250,300,0.060000000000000005,30,45,0.4,10.32805000001099,0.430545200004417,0.061111893403475774,6.139620369915828,107.90977959057562
10,15,3,5,True,True,7,1300,150,300,0.08,30,50,0.4,12.560586700004933,0.530452899998636,0.060733863885268635,6.088178686123132,107.08335604414941
10,15,3,5,True,True,8,1480,200,300,0.05,35,50,0.4,13.574408599997696,0.5404333999977098,0.06064284752210575,6.0897378651563505,106.28604780815535
10,15,3,5,True,True,8,1820,200,300,0.05,35,50,0.4,13.695174600004975,0.5432484999982989,0.06064284752210575,6.0897378651563505,106.28604780815535
10,15,3,5,True,True,8,1420,200,300,0.05,30,50,0.4,13.559957399993436,0.544984200001636,0.06035643715843947,6.055072821868339,105.57066114442243
10,15,3,5,True,True,8,1500,250,300,0.05,30,50,0.4,12.856267499999376,0.5260485999970115,0.06057675803447133,6.086493412426548,106.1947021528811
10,15,3,5,True,True,8,1360,250,400,0.05,30,50,0.4,16.626243400009116,0.6989136999909533,0.06073068293973836,6.09593112527979,106.65426336005278
10,15,3,5,True,True,7,1440,250,300,0.05,30,50,0.4,11.547641699995438,0.4843531000005896,0.060857141199640065,6.117720952195939,106.74350979218173
10,15,3,5,True,True,8,1320,250,200,0.04,30,50,0.30000000000000004,8.843514499996672,0.334122500004014,0.06231398273234693,6.307150825403935,109.97293037564198
10,15,3,5,True,True,7,1420,250,400,0.05,25,45,0.4,15.04817770000227,0.658611099999689,0.060677872783425846,6.088757546676551,106.63432737730666
10,15,3,5,True,True,8,1240,200,300,0.060000000000000005,30,50,0.5,13.849470100009057,0.5424437000037869,0.06053866025246008,6.064153770981849,107.23687711132487
10,15,3,5,True,True,3,1560,800,300,0.05,25,45,0.4,6.229015000004438,0.2633755000133533,0.06453773303813337,6.601470941238628,116.27108941572662
10,15,3,5,True,True,8,1500,200,300,0.05,30,50,0.4,13.556692300000577,0.550265700003365,0.06035643715843947,6.055072821868339,105.57066114442243
10,15,3,5,True,True,8,1500,200,400,0.05,30,50,0.4,17.592622699994536,0.7350536000012653,0.0604076332411957,6.0521123388910025,105.61007608225704
10,15,3,5,True,True,8,1500,150,400,0.05,30,50,0.4,18.807591299992055,0.7601957000078983,0.06045141720885865,6.054675657149804,106.31803309917238
10,15,3,5,True,True,8,1280,200,400,0.05,30,50,0.4,17.517825700000685,0.7287772000054247,0.0604076332411957,6.0521123388910025,105.61007608225704
10,15,3,5,True,True,7,1260,250,400,0.01,30,50,0.4,15.33478930000274,0.5949925999884726,0.06328398201038014,6.380111886017459,110.5807891455568
10,15,3,5,True,True,8,1380,200,400,0.05,30,50,0.4,17.514414000004763,0.725951599990367,0.0604076332411957,6.0521123388910025,105.61007608225704
10,15,3,5,True,True,9,1380,200,400,0.05,30,50,0.4,20.323672099999385,0.7722452999878442,0.0606023862053417,6.0753414129871866,105.94844437798376
10,15,3,5,True,True,9,1380,200,400,0.05,30,50,0.4,20.339947300009953,0.7695488999961526,0.0606023862053417,6.0753414129871866,105.94844437798376
10,15,3,5,True,True,9,1380,200,400,0.05,30,45,0.4,20.221374899992952,0.7751914999971632,0.06049309165973856,6.064747190444309,106.11032966044515
10,15,3,5,True,True,9,1380,150,400,0.05,30,50,0.4,22.31210610000562,0.8187027999956626,0.06046530092454303,6.059249677780797,106.22565232169278
10,15,3,5,True,True,9,1380,200,400,0.05,30,45,0.4,20.202354499997455,0.7753192000018316,0.06049309165973856,6.064747190444309,106.11032966044515
10,15,3,5,True,True,9,1440,200,400,0.05,30,45,0.4,21.03106910000497,0.7898809999969671,0.06049309165973856,6.064747190444309,106.11032966044515
10,15,3,5,True,True,9,1400,200,400,0.05,30,45,0.4,551.1219589000029,1.1732114000114962,0.06049309165973856,6.064747190444309,106.11032966044515
10,15,3,5,True,True,9,1420,200,400,0.05,25,45,0.4,23.806351100007305,1.160910499995225,0.06052939436343918,6.073200412805491,105.93776864783871
